State,County,Offense Category,count,State_Upper,County_Upper,state_name,county_name,fips
NY,SARATOGA,Burglary/Breaking & Entering,155,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Counterfeiting/Forgery,55,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Destruction/Damage/Vandalism of Property,1040,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Embezzlement,1,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Extortion/Blackmail,29,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Fraud Offenses,309,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Homicide Offenses,2,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Kidnapping/Abduction,36,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Larceny/Theft Offenses,1423,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Motor Vehicle Theft,55,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Robbery,19,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Sex Offenses,208,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,"Sex Offenses, Non-forcible",7,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SARATOGA,Stolen Property Offenses,47,NEW YORK,SARATOGA,NEW YORK,SARATOGA,36091
NY,SCHENECTADY,Arson,80,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Assault Offenses,9284,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Burglary/Breaking & Entering,650,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Counterfeiting/Forgery,100,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Destruction/Damage/Vandalism of Property,3286,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Embezzlement,6,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Extortion/Blackmail,7,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Fraud Offenses,361,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Homicide Offenses,19,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Kidnapping/Abduction,122,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Larceny/Theft Offenses,3902,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Motor Vehicle Theft,449,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Robbery,359,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Sex Offenses,260,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,"Sex Offenses, Non-forcible",9,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHENECTADY,Stolen Property Offenses,194,NEW YORK,SCHENECTADY,NEW YORK,SCHENECTADY,36093
NY,SCHOHARIE,Assault Offenses,115,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Burglary/Breaking & Entering,7,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Destruction/Damage/Vandalism of Property,36,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Extortion/Blackmail,3,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Kidnapping/Abduction,7,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Larceny/Theft Offenses,22,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Motor Vehicle Theft,4,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Sex Offenses,2,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHOHARIE,Stolen Property Offenses,6,NEW YORK,SCHOHARIE,NEW YORK,SCHOHARIE,36095
NY,SCHUYLER,Arson,1,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Assault Offenses,142,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Burglary/Breaking & Entering,14,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Counterfeiting/Forgery,1,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Destruction/Damage/Vandalism of Property,41,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Extortion/Blackmail,2,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Kidnapping/Abduction,2,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Larceny/Theft Offenses,35,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Motor Vehicle Theft,5,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Robbery,1,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Sex Offenses,13,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,"Sex Offenses, Non-forcible",1,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SCHUYLER,Stolen Property Offenses,7,NEW YORK,SCHUYLER,NEW YORK,SCHUYLER,36097
NY,SENECA,Arson,2,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Assault Offenses,1365,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Burglary/Breaking & Entering,57,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Counterfeiting/Forgery,14,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Destruction/Damage/Vandalism of Property,349,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Embezzlement,4,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Extortion/Blackmail,6,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Fraud Offenses,38,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Homicide Offenses,3,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Kidnapping/Abduction,48,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Larceny/Theft Offenses,418,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Motor Vehicle Theft,44,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Robbery,11,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Sex Offenses,64,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,"Sex Offenses, Non-forcible",5,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,SENECA,Stolen Property Offenses,9,NEW YORK,SENECA,NEW YORK,SENECA,36099
NY,STEUBEN,Arson,8,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Assault Offenses,596,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Burglary/Breaking & Entering,67,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Counterfeiting/Forgery,3,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Destruction/Damage/Vandalism of Property,200,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Embezzlement,1,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Fraud Offenses,7,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Homicide Offenses,2,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Kidnapping/Abduction,19,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Larceny/Theft Offenses,196,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Motor Vehicle Theft,31,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Robbery,9,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Sex Offenses,25,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,"Sex Offenses, Non-forcible",4,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,STEUBEN,Stolen Property Offenses,32,NEW YORK,STEUBEN,NEW YORK,STEUBEN,36101
NY,SUFFOLK,Assault Offenses,1607,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Burglary/Breaking & Entering,67,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Counterfeiting/Forgery,21,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Destruction/Damage/Vandalism of Property,463,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Extortion/Blackmail,23,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Fraud Offenses,142,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Kidnapping/Abduction,9,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Larceny/Theft Offenses,1002,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Motor Vehicle Theft,46,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Robbery,11,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Sex Offenses,49,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,SUFFOLK,Stolen Property Offenses,31,NEW YORK,SUFFOLK,NEW YORK,SUFFOLK,36103
NY,TIOGA,Arson,1,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Assault Offenses,345,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Burglary/Breaking & Entering,69,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Counterfeiting/Forgery,3,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Destruction/Damage/Vandalism of Property,132,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Extortion/Blackmail,1,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Fraud Offenses,3,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Homicide Offenses,6,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Kidnapping/Abduction,4,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Larceny/Theft Offenses,210,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Motor Vehicle Theft,7,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Robbery,2,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Sex Offenses,24,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,"Sex Offenses, Non-forcible",1,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TIOGA,Stolen Property Offenses,35,NEW YORK,TIOGA,NEW YORK,TIOGA,36107
NY,TOMPKINS,Arson,1,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Assault Offenses,1421,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Burglary/Breaking & Entering,192,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Counterfeiting/Forgery,29,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Destruction/Damage/Vandalism of Property,542,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Extortion/Blackmail,6,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Fraud Offenses,131,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Homicide Offenses,1,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Kidnapping/Abduction,25,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Larceny/Theft Offenses,1583,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Motor Vehicle Theft,32,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Robbery,27,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Sex Offenses,66,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,"Sex Offenses, Non-forcible",1,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,TOMPKINS,Stolen Property Offenses,98,NEW YORK,TOMPKINS,NEW YORK,TOMPKINS,36109
NY,ULSTER,Arson,7,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Assault Offenses,2663,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Burglary/Breaking & Entering,165,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Counterfeiting/Forgery,17,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Destruction/Damage/Vandalism of Property,996,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Embezzlement,4,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Extortion/Blackmail,16,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Fraud Offenses,308,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Homicide Offenses,7,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Kidnapping/Abduction,58,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Larceny/Theft Offenses,1496,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Motor Vehicle Theft,105,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Robbery,15,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Sex Offenses,74,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,"Sex Offenses, Non-forcible",7,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,ULSTER,Stolen Property Offenses,45,NEW YORK,ULSTER,NEW YORK,ULSTER,36111
NY,WARREN,Arson,11,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Assault Offenses,1514,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Bribery,1,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Burglary/Breaking & Entering,152,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Counterfeiting/Forgery,59,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Destruction/Damage/Vandalism of Property,749,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Embezzlement,2,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Extortion/Blackmail,6,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Fraud Offenses,218,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Homicide Offenses,1,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Human Trafficking,1,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Kidnapping/Abduction,73,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Larceny/Theft Offenses,1113,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Motor Vehicle Theft,56,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Robbery,25,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Sex Offenses,135,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,"Sex Offenses, Non-forcible",10,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WARREN,Stolen Property Offenses,74,NEW YORK,WARREN,NEW YORK,WARREN,36113
NY,WASHINGTON,Assault Offenses,347,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Burglary/Breaking & Entering,23,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Counterfeiting/Forgery,1,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Destruction/Damage/Vandalism of Property,118,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Embezzlement,1,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Extortion/Blackmail,1,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Fraud Offenses,7,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Homicide Offenses,2,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Kidnapping/Abduction,13,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Larceny/Theft Offenses,128,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Motor Vehicle Theft,16,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Robbery,7,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,Sex Offenses,66,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WASHINGTON,"Sex Offenses, Non-forcible",3,NEW YORK,WASHINGTON,NEW YORK,WASHINGTON,36115
NY,WESTCHESTER,Arson,42,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Assault Offenses,9248,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Burglary/Breaking & Entering,767,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Counterfeiting/Forgery,550,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Destruction/Damage/Vandalism of Property,3065,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Embezzlement,1,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Extortion/Blackmail,46,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Fraud Offenses,608,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Homicide Offenses,17,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Kidnapping/Abduction,121,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Larceny/Theft Offenses,3964,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Motor Vehicle Theft,486,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Robbery,848,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Sex Offenses,307,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,"Sex Offenses, Non-forcible",13,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WESTCHESTER,Stolen Property Offenses,557,NEW YORK,WESTCHESTER,NEW YORK,WESTCHESTER,36119
NY,WYOMING,Assault Offenses,273,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Burglary/Breaking & Entering,38,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Counterfeiting/Forgery,8,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Destruction/Damage/Vandalism of Property,106,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Extortion/Blackmail,5,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Fraud Offenses,45,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Kidnapping/Abduction,6,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Larceny/Theft Offenses,153,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Motor Vehicle Theft,16,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Sex Offenses,34,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,"Sex Offenses, Non-forcible",4,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,WYOMING,Stolen Property Offenses,9,NEW YORK,WYOMING,NEW YORK,WYOMING,36121
NY,YATES,Arson,1,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Assault Offenses,233,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Burglary/Breaking & Entering,33,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Counterfeiting/Forgery,4,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Destruction/Damage/Vandalism of Property,71,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Extortion/Blackmail,1,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Fraud Offenses,24,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Homicide Offenses,3,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Human Trafficking,1,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Kidnapping/Abduction,3,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Larceny/Theft Offenses,132,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Motor Vehicle Theft,12,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Robbery,1,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Sex Offenses,45,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,"Sex Offenses, Non-forcible",2,NEW YORK,YATES,NEW YORK,YATES,36123
NY,YATES,Stolen Property Offenses,1,NEW YORK,YATES,NEW YORK,YATES,36123
New Mexico,BERNALILLO,Arson,368,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Assault Offenses,153955,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Bribery,194,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Burglary/Breaking & Entering,13416,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Counterfeiting/Forgery,1040,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Destruction/Damage/Vandalism of Property,41175,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Embezzlement,939,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Extortion/Blackmail,543,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Fraud Offenses,13331,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Homicide Offenses,956,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Human Trafficking,120,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Kidnapping/Abduction,6405,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Larceny/Theft Offenses,31505,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Motor Vehicle Theft,16813,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Robbery,15105,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Sex Offenses,7138,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,"Sex Offenses, Non-forcible",78,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,BERNALILLO,Stolen Property Offenses,5361,NEW MEXICO,BERNALILLO,NEW MEXICO,BERNALILLO,35001
New Mexico,CATRON,Assault Offenses,32,NEW MEXICO,CATRON,NEW MEXICO,CATRON,35003
New Mexico,CATRON,Kidnapping/Abduction,3,NEW MEXICO,CATRON,NEW MEXICO,CATRON,35003
New Mexico,CATRON,Motor Vehicle Theft,3,NEW MEXICO,CATRON,NEW MEXICO,CATRON,35003
New Mexico,CATRON,Sex Offenses,1,NEW MEXICO,CATRON,NEW MEXICO,CATRON,35003
New Mexico,CHAVES,Arson,84,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Assault Offenses,10465,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Burglary/Breaking & Entering,557,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Counterfeiting/Forgery,74,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Destruction/Damage/Vandalism of Property,2108,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Embezzlement,56,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Extortion/Blackmail,19,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Fraud Offenses,281,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Homicide Offenses,69,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Human Trafficking,35,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Kidnapping/Abduction,274,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Larceny/Theft Offenses,888,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Motor Vehicle Theft,475,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Robbery,114,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,Sex Offenses,473,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
New Mexico,CHAVES,"Sex Offenses, Non-forcible",3,NEW MEXICO,CHAVES,NEW MEXICO,CHAVES,35005
